year,sex,region,e0_actual,e0_expected_avg,e0_expected_q050,e0_expected_q950,e0_deficit_avg,e0_deficit_q050,e0_deficit_q950,year_int,e0_deficit_pval,region_code_iso3166_2_alpha3,country_code_iso3166_1,country_code_iso3166_1_alpha3,region_code_stmf,calendar_stmf,region_code_hmd,region_code_wpp,region_code_coverage,region_name_en,region_name_de,region_name_short,region_level,country_name,hemisphere,continent,group,label
2023,Female,HR,82.157549,82.293269,81.230026,83.399458,-0.13572,-1.265406,0.942403,2023,0.396,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2024,Female,HR,82.260016,82.46285,81.35863,83.642399,-0.202835,-1.399746,0.946857,2024,0.392,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2020-2024,Female,HR,81.218217,82.080087,81.217421,82.873079,-0.86187,-1.648737,0.011084,NA,0.052,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2020,Total,HR,77.730766,78.695934,78.274856,79.096184,-0.965168,-1.372061,-0.551283,2020,0,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2021,Total,HR,76.835469,78.884265,78.346786,79.444394,-2.048796,-2.586239,-1.444378,2021,0,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2022,Total,HR,78.059001,79.094016,78.471876,79.724333,-1.035015,-1.692071,-0.372504,2022,0.004,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2023,Total,HR,79.052845,79.329563,78.563738,80.083684,-0.276717,-1.047908,0.47918,2023,0.264,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2024,Total,HR,79.324227,79.523174,78.639051,80.346621,-0.198948,-1.051522,0.673449,2024,0.34,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2020-2024,Total,HR,78.158937,79.10034,78.553737,79.672238,-0.941403,-1.518775,-0.371982,NA,0.004,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2020,Male,HU,72.336744,73.362502,72.984179,73.668306,-1.025759,-1.331293,-0.663451,2020,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2021,Male,HU,70.61405,73.605633,73.136896,74.008286,-2.991584,-3.401084,-2.506345,2021,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2022,Male,HU,72.440145,73.821981,73.292242,74.301606,-1.381835,-1.895117,-0.858978,2022,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2023,Male,HU,73.342452,74.024327,73.401775,74.583104,-0.681876,-1.27896,-0.078793,2023,0.032,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2024,Male,HU,73.555994,74.236905,73.5801,74.833032,-0.680911,-1.275468,-0.011422,2024,0.044,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2020-2024,Male,HU,72.423507,73.808047,73.347952,74.190386,-1.38454,-1.759096,-0.929405,NA,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2020,Female,HU,79.064345,79.798186,79.332693,80.276263,-0.733841,-1.228459,-0.260442,2020,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2021,Female,HU,77.739892,79.986086,79.29102,80.676936,-2.246194,-2.945592,-1.526945,2021,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2022,Female,HU,79.348304,80.119504,79.262693,80.872008,-0.7712,-1.504586,0.081631,2022,0.056,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2023,Female,HU,80.164314,80.262249,79.352489,81.119261,-0.097935,-0.969923,0.802826,2023,0.444,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2024,Female,HU,80.274453,80.389,79.355373,81.412965,-0.114547,-1.121713,0.956576,2024,0.408,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2020-2024,Female,HU,79.29055,80.108265,79.491072,80.75305,-0.817715,-1.458245,-0.194499,NA,0.032,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2020,Total,HU,75.757223,76.673693,76.360687,76.944304,-0.91647,-1.198715,-0.604557,2020,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2021,Total,HU,74.166493,76.891175,76.486696,77.264236,-2.724682,-3.100365,-2.300257,2021,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2022,Total,HU,75.937433,77.067082,76.589794,77.486402,-1.129649,-1.549108,-0.675071,2022,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2023,Total,HU,76.820857,77.237078,76.672537,77.767277000000007,-0.416221,-0.955886,0.122007,2023,0.092,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2024,Total,HU,76.982492,77.403473,76.800487,78.018762,-0.420981,-1.019589,0.191673,2024,0.108,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2020-2024,Total,HU,75.901795,77.052489,76.65854,77.444826,-1.150694,-1.546333,-0.744842,NA,0,HUN,HU,HUN,HUN,iso_week_date,HUN,348,Hungary,Hungary,Ungarn,HUN,0,Hungary,n,Europe,B Second wave peak,B Second wave peak Hungary
2020,Male,IL,80.269061,80.891989,80.534805,81.312791,-0.622929,-1.066602,-0.2403,2020,0.004,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2021,Male,IL,80.010516,81.076359,80.528118,81.639754,-1.065843,-1.6635,-0.514956,2021,0.004,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2022,Male,IL,80.141053,81.304789,80.57501,82.022902,-1.163736,-1.907648,-0.431735,2022,0.004,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2023,Male,IL,80.422072,81.514288,80.768901,82.28704,-1.092216,-1.849019,-0.326381,2023,0.016,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2024,Male,IL,80.313719,81.733021,80.87332,82.461902,-1.419303,-2.167486,-0.535762,2024,0.008,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2020-2024,Male,IL,80.227255,81.308721,80.736069,81.885744,-1.081466,-1.660761,-0.502984,NA,0.004,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2020,Female,IL,84.483192,84.693876,84.360871,85.021719,-0.210684,-0.540163,0.116135,2020,0.152,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2021,Female,IL,84.161911,84.88387,84.442351,85.295347,-0.721959,-1.16802,-0.247859,2021,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2022,Female,IL,84.197003,85.065387,84.51138,85.580812,-0.868385,-1.3991,-0.368523,2022,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2023,Female,IL,84.69619,85.22399,84.579893,85.822394,-0.5278,-1.098873,0.136167,2023,0.088,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2024,Female,IL,84.404953,85.405743,84.751507,86.063804,-1.00079,-1.669841,-0.291864,2024,0.012,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2020-2024,Female,IL,84.386037,85.057995,84.598256,85.495839,-0.67195800000000006,-1.108142,-0.19155,NA,0.008,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2020,Total,IL,82.412345,82.840045,82.588507,83.097805,-0.427701,-0.696245,-0.142593,2020,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2021,Total,IL,82.118591,83.02603,82.646364,83.389635,-0.907439,-1.283823,-0.510273,2021,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2022,Total,IL,82.203193,83.23022,82.799896,83.674584,-1.027027,-1.484211,-0.573732,2022,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2023,Total,IL,82.587939,83.412987,82.890803,83.885467,-0.825047,-1.308517,-0.30554,2023,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2024,Total,IL,82.387163,83.611997,83.057695,84.138405,-1.224834,-1.803049,-0.665945,2024,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2020-2024,Total,IL,82.339001,83.229051,82.84815,83.609727,-0.89005,-1.271666,-0.508663,NA,0,ISR,IL,ISR,ISR,iso_week_date,ISR,376,Israel,Israel,Israel,ISR,0,Israel,n,Asia,D Prolonged depression,D Prolonged depression Israel
2020,Male,IS,81.132088,81.704779,80.887585,82.380804,-0.572691,-1.513682,0.41711,2020,0.096,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2021,Male,IS,81.723469,81.889213,80.739465,82.937655,-0.165743,-1.315092,1.045338,2021,0.364,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2022,Male,IS,81.040459,82.067097,80.796786,83.498682,-1.026637,-2.448023,0.394271,2022,0.104,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2023,Male,IS,81.054238,82.175414,80.730821,83.596099,-1.121176,-2.816451,0.518283,2023,0.112,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2024,Male,IS,81.506078,82.327119,80.752719,83.855995,-0.821041,-2.51132,0.995182,2024,0.22,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2020-2024,Male,IS,81.258908,82.033695,80.939062,83.137361,-0.774787,-1.913627,0.362998,NA,0.112,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2020,Female,IS,84.758889,84.539222,83.828929,85.247994,0.219667,-0.657003,1.080516,2020,1,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2021,Female,IS,84.71089,84.664934,83.643662,85.544521,0.045955,-0.960288,1.092749,2021,1,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2022,Female,IS,83.498718,84.836553,83.517008,86.004128,-1.337835,-2.568577,-0.01326,2022,0.044,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2023,Female,IS,84.759416,84.926353,83.387517,86.23287,-0.166938,-1.56057,1.327672,2023,0.392,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2024,Female,IS,84.688276,85.056856,83.65964,86.548629,-0.36858,-1.92143,1.16196,2024,0.34,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2020-2024,Female,IS,84.447339,84.804498,83.725528,85.885853,-0.357158,-1.436362,0.693769,NA,0.276,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2020,Total,IS,82.889331,83.105648,82.547778,83.648617,-0.216317,-0.846018,0.444269,2020,0.24,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2021,Total,IS,83.16045,83.255746,82.460154,84.009802,-0.095296,-0.891454,0.755837,2021,0.424,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2022,Total,IS,82.21913,83.421543,82.52692,84.339823,-1.202413,-2.122182,-0.218252,2022,0.024,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2023,Total,IS,82.834729,83.513211,82.317989,84.624021,-0.678483,-1.732844,0.587653,2023,0.152,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2024,Total,IS,83.041443,83.65298,82.494367,84.813961,-0.611537,-1.772492,0.613899,2024,0.196,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2020-2024,Total,IS,82.811006,83.392625,82.551509,84.207169,-0.581619,-1.383428,0.281626,NA,0.12,ISL,IS,ISL,ISL,iso_week_date,ISL,352,Iceland,Iceland,Island,ISL,0,Iceland,n,Europe,C Late peak,C Late peak Iceland
2020,Male,IT,79.858758,81.270059,80.641365,81.781761,-1.411302,-1.91069,-0.781519,2020,0,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2021,Male,IT,80.298936,81.458673,80.669887,82.141569,-1.159738,-1.851767,-0.357556,2021,0.008,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2022,Male,IT,80.557667,81.607762,80.705716,82.431143,-1.050094,-1.889781,-0.137301,2022,0.028,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2023,Male,IT,81.022719,81.737623,80.666624,82.708211,-0.714904,-1.679925,0.337913,2023,0.116,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2024,Male,IT,81.096925,81.890043,80.747119,82.936909,-0.793119,-1.838042,0.365006,2024,0.12,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2020-2024,Male,IT,80.561391,81.589797,80.801692,82.251208,-1.028405,-1.685893,-0.239808,NA,0.012,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2020,Female,IT,84.47353,85.492581,84.810393,86.203319,-1.019051,-1.747167,-0.33892,2020,0,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2021,Female,IT,84.739412,85.630779,84.604216,86.674231,-0.891367,-1.938099,0.126188,2021,0.084,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2022,Female,IT,84.789554999999993,85.689297,84.416694,86.837024,-0.899742,-2.046732,0.341762,2022,0.08,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2023,Female,IT,85.352018,85.765156,84.399915,87.086507,-0.413138,-1.737543,0.950924,2023,0.316,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2024,Female,IT,85.560209,85.819291,84.256921,87.41676,-0.259082,-1.865406,1.313197,2024,0.38,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2020-2024,Female,IT,84.975497,85.672024,84.745898,86.658827,-0.696527,-1.678771,0.226642,NA,0.12,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2020,Total,IT,82.196307,83.44979,82.965886,83.872675,-1.253483,-1.683558,-0.773594,2020,0,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2021,Total,IT,82.562105,83.6091,82.971567,84.194752,-1.046994,-1.625938,-0.413509,2021,0,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2022,Total,IT,82.717232,83.709873,82.955209,84.384831,-0.992641,-1.673755,-0.232059,2022,0.008,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2023,Total,IT,83.237013,83.809078,82.905544,84.662437,-0.572065,-1.437804,0.320362,2023,0.124,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2024,Total,IT,83.371819,83.90684,82.962689,84.893334,-0.535021,-1.523655,0.416916,2024,0.18,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2020-2024,Total,IT,82.810579,83.693897,83.068801,84.314116,-0.883318,-1.50337,-0.249114,NA,0.008,ITA,IT,ITA,ITA,iso_week_date,ITA,380,Italy,Italy,Italien,ITA,0,Italy,n,Europe,A First wave peak,A First wave peak Italy
2020,Male,JP,81.681592,81.401204,81.154755,81.637085,0.280389,0.047299,0.534492,2020,1,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2021,Male,JP,81.477437,81.558608,81.215088,81.910692,-0.081171,-0.427765,0.267767,2021,0.34,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2022,Male,JP,81.033067,81.731804,81.298971,82.16603,-0.698736,-1.125208,-0.264867,2022,0,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2023,Male,JP,81.167297,81.915379,81.402608,82.436416,-0.748083,-1.258169,-0.239678,2023,0.004,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2024,Male,JP,NA,NA,NA,NA,NA,NA,NA,2024,NA,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2020-2024,Male,JP,NA,NA,NA,NA,NA,NA,NA,NA,NA,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2020,Female,JP,87.915929,87.531347,87.113942,87.93246,0.384583,-0.018293,0.823547,2020,1,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2021,Female,JP,87.70466,87.682771,87.070154,88.303221,0.021889,-0.592314,0.653699,2021,1,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2022,Female,JP,87.019031,87.837536,87.150861,88.496543,-0.818505,-1.4659,-0.138545,2022,0.032,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2023,Female,JP,87.255141,88.009293,87.273805,88.780408,-0.754153,-1.537426,-0.035389,2023,0.048,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2024,Female,JP,NA,NA,NA,NA,NA,NA,NA,2024,NA,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2020-2024,Female,JP,NA,NA,NA,NA,NA,NA,NA,NA,NA,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2020,Total,JP,84.856402,84.511006,84.277157,84.750162,0.345396,0.106997,0.579222,2020,1,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2021,Total,JP,84.628387,84.659895,84.352065,84.976492,-0.031508,-0.351445,0.270292,2021,0.432,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2022,Total,JP,84.042053,84.820463,84.452416,85.198766,-0.77841,-1.153024,-0.401688,2022,0,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2023,Total,JP,84.222787,84.996182,84.562946,85.429324,-0.773395,-1.203366,-0.335428,2023,0.004,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2024,Total,JP,NA,NA,NA,NA,NA,NA,NA,2024,NA,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2020-2024,Total,JP,NA,NA,NA,NA,NA,NA,NA,NA,NA,JPN,JP,JPN,empty,gregorian,JPN,392,Japan,Japan,Japan,JPN,0,Japan,n,Asia,C Late peak,C Late peak Japan
2020,Male,LT,70.37368,71.72662,70.707127,72.568992,-1.35294,-2.28272,-0.30957,2020,0.004,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2021,Male,LT,69.754779,71.926424,70.747691,73.111352,-2.171646,-3.364159,-1.027134,2021,0.004,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2022,Male,LT,71.517086,72.127004,70.72165,73.54126,-0.609919,-2.131981,0.83486,2022,0.264,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2023,Male,LT,72.744945,72.264615,70.510296,73.745364,0.48033,-0.993628,2.213633,2023,1,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2024,Male,LT,73.034258,72.456028,70.532804,74.168899,0.578231,-1.144045,2.48032,2024,1,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2020-2024,Male,LT,71.429517,72.094905,70.77799,73.289833,-0.665388,-1.851582,0.652821,NA,0.18,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2020,Female,LT,80.134032,81.241216,80.83132,81.690598,-1.107184,-1.551983,-0.665316,2020,0,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2021,Female,LT,78.873506,81.40819,80.793695,81.975631,-2.534684,-3.180051,-1.893632,2021,0,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
